"","PrimeMaskNo","PrimeNo","TargetMaskNo","TargetNo","PrimeMaskRT","PrimeNoRT","TargetMaskRT","TargetNoRT","RTrecognisePrime","RTrecogniseTarget"
"203",3,99,3,99,33,NA,100,NA,1065,1132
"204",2,99,2,99,384,NA,413,NA,900,929
"205",2,99,2,99,359,NA,404,NA,875,920
"206",2,99,4,99,475,NA,107,NA,991,1655
"207",2,99,3,99,303,NA,324,NA,819,1356
"208",2,99,3,99,394,NA,297,NA,910,1329
"209",2,99,2,99,463,NA,376,NA,979,892
"210",2,99,2,6,333,NA,286,69,849,802
"211",2,99,3,99,403,NA,69,NA,919,1101
"212",2,99,2,6,452,NA,377,69,968,893
"213",5,99,4,99,158,NA,273,NA,2222,1821
"214",2,99,2,99,439,NA,379,NA,955,895
"215",12,99,4,99,240,NA,86,NA,5916,1634
"216",2,99,2,99,361,NA,346,NA,877,862
"217",4,99,3,99,211,NA,275,NA,1759,1307
"218",2,99,5,99,458,NA,152,NA,974,2216
"219",2,99,2,99,440,NA,420,NA,956,936
"220",2,99,2,99,348,NA,454,NA,864,970
"221",2,4,2,99,401,32,416,NA,917,932
"222",2,99,3,2,414,NA,356,22,930,538
"223",4,99,4,2,278,NA,155,14,1826,530
"224",4,99,8,5,206,NA,289,13,1754,2077
"225",2,99,8,2,269,NA,289,15,785,531
"226",2,99,2,99,435,NA,359,NA,951,875
"227",4,2,2,99,280,12,426,NA,528,942
"228",2,4,2,99,366,32,308,NA,882,824
"229",2,99,5,99,403,NA,406,NA,919,2470
"230",3,99,3,99,165,NA,59,NA,1197,1091
"231",2,99,2,99,363,NA,403,NA,879,919
"232",6,2,2,99,300,29,371,NA,545,887
"233",2,99,2,99,339,NA,374,NA,855,890
"234",3,99,2,99,128,NA,435,NA,1160,951
"235",2,99,2,99,440,NA,355,NA,956,871
"236",3,99,3,2,188,NA,449,19,1220,535
"237",4,99,4,99,231,NA,399,NA,1779,1947
"238",10,2,2,99,57,28,326,NA,544,842
"239",2,99,2,99,322,NA,335,NA,838,851
"240",4,99,2,99,361,NA,371,NA,1909,887
